timestamp,station_id,PM2.5,PM10,NH3,NO,NO2,SO2,CO,O3,temperature,humidity,wind_speed,wind_direction,traffic_volume
02-06-2024 03:00,2,43.2,24.1,11.3,17.2,40.2,9.1,0.97,29.4,28.3,69,8.7,307,1675
02-06-2024 04:00,1,45.1,59.2,22.8,18.8,49.4,7.1,1.47,14.6,19.3,44,8.3,337,1419
02-06-2024 04:00,2,25.9,38.6,10.2,5.1,17.2,6.5,0.93,10.6,15.2,57,8.6,55,1310
02-06-2024 05:00,1,13,24.6,11.4,13.2,16.3,10.9,0.59,27,15.5,87,7.1,265,1156
02-06-2024 05:00,2,41.9,28.6,28.1,9.8,21.8,19.7,1.43,27.3,29.1,57,6.7,206,424
02-06-2024 06:00,1,42.3,30.7,15.4,12.8,16.1,16.9,1.63,24.4,20.9,71,6.5,88,1717
02-06-2024 06:00,2,16.4,41.8,29.8,12.3,29.3,10.2,1.96,9.6,31.8,47,8.7,36,1515
02-06-2024 07:00,1,35.6,35.7,22.3,13.7,15.6,5.3,1.28,10.3,18.2,84,4.7,149,1915
02-06-2024 07:00,2,32.7,54.9,6.3,6.7,12.8,9.3,0.61,5.1,24.9,61,4.4,100,939
02-06-2024 08:00,1,14.8,47.9,13.3,16.8,25.2,13.9,1.28,20.2,22.5,46,9.8,126,516
02-06-2024 08:00,2,10.4,29.2,5.5,11.4,15.7,16.2,0.74,5.1,23.7,89,7,294,1275
02-06-2024 09:00,1,21,24.9,14.5,20.7,28.6,16.7,0.77,7.4,27.5,61,0.4,31,1620
02-06-2024 09:00,2,42.4,23.6,26.3,10.8,37.7,6.2,1.34,21.1,22.8,69,8.4,317,1028
02-06-2024 10:00,1,13.7,46.8,21.3,23.9,14.4,11.9,0.41,17.9,26.7,82,8.2,321,1754
02-06-2024 10:00,2,23.6,48.2,8.4,24.8,12.3,10.5,0.29,6.8,27.9,50,8.7,260,1932
02-06-2024 11:00,1,28.4,49.3,25.7,19.9,49.8,6.7,0.16,5.2,26.8,83,2.3,300,1147
02-06-2024 11:00,2,21.2,30.6,23.2,12.3,13.7,8.2,0.98,7.8,22,44,6.8,175,1228
02-06-2024 12:00,1,32.6,42.9,15.5,8.3,27.2,7.2,1.82,19.5,16.8,90,1.6,7,1279
02-06-2024 12:00,2,34.4,25.4,11.7,11.4,13.6,18.3,0.44,15.6,25.3,61,4.4,45,1284
02-06-2024 13:00,1,33.7,49.7,6.2,16.9,27.8,10.5,0.78,22.1,22.8,56,8,325,848
02-06-2024 13:00,2,31.6,31.3,13.1,11.6,43.3,5.6,1.31,27.6,24.6,61,4.1,94,1970
02-06-2024 14:00,1,14.9,42.3,10.8,19.1,38.4,7.4,1.81,22.5,15.7,45,0.4,97,1974
02-06-2024 14:00,2,39.9,53.3,18.7,17.2,34.2,9,1.49,9.3,21,42,8.5,17,926
02-06-2024 15:00,1,39.4,43.5,17.7,23.9,35.9,14.3,0.96,25,33.3,50,5.8,272,605
02-06-2024 15:00,2,28.8,38.1,20.9,12.9,29.2,5.7,1.26,11.7,32.5,75,1.4,354,1820
02-06-2024 16:00,1,49.9,26.4,21.1,12.1,48.7,5.3,0.34,11.6,22.8,50,5.7,315,967
02-06-2024 16:00,2,22.4,25.1,29.5,14.3,45.1,14.3,0.44,9.1,26.3,74,6.2,131,1421
02-06-2024 17:00,1,49.6,52,6.9,10.1,19.6,7,0.85,19,28.4,71,1.8,334,1128
02-06-2024 17:00,2,28.4,24.2,16.1,11.1,22.9,16.6,0.99,11.6,30.8,90,7.3,275,1763
02-06-2024 18:00,1,10.9,55.7,12,11,33.9,7.2,0.59,27.8,31.7,58,1.2,284,1002
02-06-2024 18:00,2,26.2,21.7,25.1,16.4,12,5.7,1.88,13.3,33.6,50,4.4,280,235
02-06-2024 19:00,1,18.4,59.4,26.1,6,41.6,14.6,0.22,25.9,32.1,85,5.5,249,869
02-06-2024 19:00,2,43.6,44.7,9.6,6.7,38.1,19.7,1.6,29.2,23.8,81,9.5,207,792
02-06-2024 20:00,1,19,25.4,24.6,16.8,10.6,12,1.66,21.9,16.2,42,5.6,276,1214
02-06-2024 20:00,2,28.4,30.4,5.6,24.7,42,8.1,1.64,29.4,24.5,65,2,118,349
02-06-2024 21:00,1,49.5,40.5,17.8,17.5,12.3,15.2,1.3,28,22.3,66,5.2,251,107
02-06-2024 21:00,2,15,54.7,18.2,24.8,30.6,13.5,1.09,26.3,32.4,71,9.2,29,176
02-06-2024 22:00,1,25.7,47.2,18.9,20.8,17.2,17.7,0.99,9.8,26.5,76,2.2,37,265
02-06-2024 22:00,2,39,26.3,26.9,11,37.8,5.2,1.34,16.7,27.7,87,1,281,1599
02-06-2024 23:00,1,11.8,28.6,21.9,12.1,24.7,14.7,0.43,19.7,29.3,71,9.8,236,328
02-06-2024 23:00,2,32.4,41.5,13.1,20.6,42.5,12.5,0.49,17.2,22.5,56,4.5,124,1234
03-06-2024 00:00,1,16.3,48.5,29.6,16.4,29.3,19.3,0.23,9.2,28.1,80,7.7,339,878
03-06-2024 00:00,2,11.8,39.7,8.8,21.7,16.2,11.3,0.89,11.5,29,59,9.7,235,1068
03-06-2024 01:00,1,28.4,32.4,9.7,22.1,13.4,13.1,0.66,22,19.5,70,1.6,270,1601
03-06-2024 01:00,2,46.6,27.6,21.2,11.6,10.5,14.7,0.91,24.7,27.5,76,4.8,264,216
03-06-2024 02:00,1,42.2,37.4,26.2,5,26,9.4,0.63,26,31.6,42,7.7,320,886
03-06-2024 02:00,2,13.7,25.8,28.4,14.7,16,18,1.05,22.9,26.3,84,7.5,218,134
03-06-2024 03:00,1,36.2,45.8,15.2,17.1,34.9,5.1,0.88,10.6,24.7,79,3.3,292,1121
03-06-2024 03:00,2,44.9,20.6,5.6,14.5,39,5.9,1.66,11.7,31.9,43,2.1,100,1188
03-06-2024 04:00,1,24,35.7,25,10.8,38.2,18.3,0.53,26.1,20,67,9,19,1436
03-06-2024 04:00,2,44.2,48.1,22.8,22.3,17.1,16.9,1.27,25.9,34.8,81,1.4,360,1465
03-06-2024 05:00,1,48.8,34.7,25.8,16.6,19.4,17,0.55,22.3,34.4,65,9,183,496
03-06-2024 05:00,2,41.8,22.8,6.8,6.4,41.3,20,0.27,9,27.3,88,6,342,1998
03-06-2024 06:00,1,23.4,55.1,18.7,17.4,18.6,13.6,1.5,23.9,20.8,81,3.4,328,953
03-06-2024 06:00,2,37.6,45,23.5,22.6,18,12.1,1.04,29,25.5,61,9.7,243,405
03-06-2024 07:00,1,14.2,20.1,6.3,14.5,12.5,10.4,0.42,21,29,47,2.4,269,1590
03-06-2024 07:00,2,48,44.1,8.9,9,43.6,10.8,0.48,26.3,19.8,75,1.2,153,1633
03-06-2024 08:00,1,44.4,25,13.3,23.9,42.9,14.9,1.22,9.9,27.4,77,3.3,70,1505
03-06-2024 08:00,2,22.9,54.6,6.4,13.5,10,10.2,0.72,15.6,16.1,47,3.8,33,1853
03-06-2024 09:00,1,18.8,44.2,27,20,46.6,18.4,1.68,16.8,21.6,45,6.5,183,1096
03-06-2024 09:00,2,47.4,20.7,15.5,20.3,30.3,8.9,0.99,14,33.9,41,2.1,185,1566
03-06-2024 10:00,1,46.7,35.9,29.3,16.6,43.7,10.8,0.63,26.2,23.6,56,0.5,49,882
03-06-2024 10:00,2,16.5,34.6,6.6,6.5,41.5,10.1,1.7,5.4,18.4,56,2.3,110,877
03-06-2024 11:00,1,39.3,26.6,8.4,18.2,33.4,5.3,1.89,5.6,23.4,76,7.7,145,578
03-06-2024 11:00,2,22.9,46.5,14,21.6,48.7,11.2,0.49,22.7,23.1,40,7.5,85,1474
03-06-2024 12:00,1,10.1,54.3,10.1,15.9,11.1,8.2,1.15,27.8,22.6,45,7.6,90,1143
03-06-2024 12:00,2,15.9,53.5,26.8,7.5,26.5,13.2,1.6,13.1,25.6,51,7.4,200,495
03-06-2024 13:00,1,46.5,36.7,24.9,23.3,35.7,16.5,1.35,12,28.2,45,9.3,108,1675
03-06-2024 13:00,2,17.9,33.2,13.5,7.4,27,19,0.86,20.4,18.6,90,3.5,284,661
03-06-2024 14:00,1,27.5,34.1,27.6,23.7,43.3,6,1.07,26.6,28.2,77,3.5,352,317
03-06-2024 14:00,2,11.8,39.1,7.3,11.9,34.8,17.9,0.74,7.3,22.5,43,4.1,104,777
03-06-2024 15:00,1,29.9,37.2,24,22.4,19.2,16,0.19,6.6,29.2,68,0.6,308,488
03-06-2024 15:00,2,13.3,39.8,26.7,14.5,44.7,12.9,0.55,28.4,15.7,80,2.4,272,350
03-06-2024 16:00,1,44.9,22.9,5.2,12.4,12,6.7,1.19,13.5,18.1,77,8.8,269,1724
03-06-2024 16:00,2,29,32.1,11.3,9.4,19.7,9.1,0.26,12.3,17.2,82,8.6,281,202
03-06-2024 17:00,1,45.4,32.5,6.8,21.6,30.6,12.5,1.43,8.4,16.4,72,6.3,205,1298
03-06-2024 17:00,2,24.4,48,11,14.2,45.8,12.3,0.59,10.5,17.6,51,3.3,58,243
03-06-2024 18:00,1,44.2,57.4,19.7,11.8,39.6,13,0.47,13,34.1,77,5.9,22,1312
03-06-2024 18:00,2,27.5,20.8,13.9,14.2,19.2,15,1.15,14.6,22.8,69,9.2,62,376
03-06-2024 19:00,1,49.1,40.9,15.6,19.7,18.2,13.9,1.13,30,16.4,73,4.7,8,161
03-06-2024 19:00,2,28.5,50,30,6.9,20.2,6.5,1.64,15.1,27,70,6.6,236,1858
03-06-2024 20:00,1,13.2,53.5,20.7,22.6,43,15,0.8,17.9,22.6,56,6.9,301,226
03-06-2024 20:00,2,18.3,28.3,24.2,16.9,40.4,18.3,1.28,23.1,16.9,59,4.3,287,995
03-06-2024 21:00,1,11.4,56.1,25.1,11.8,48.9,6.4,0.91,14.9,33.3,79,1.3,223,1034
03-06-2024 21:00,2,49.3,33.7,25.8,6.4,26.1,5.1,1.43,23.3,31.3,76,0.1,156,1088
03-06-2024 22:00,1,36.4,22.3,8.9,17.2,16.6,19.5,1.59,29.1,17.7,83,6.1,73,1992
03-06-2024 22:00,2,10.1,23.7,6.4,13,44.9,6.3,0.84,5.7,21.9,47,7.9,192,905
03-06-2024 23:00,1,35.7,45.2,28.7,10.7,47.5,17.7,0.62,20.1,27.8,59,4.5,239,248
03-06-2024 23:00,2,30,57.1,28.9,19.6,47.6,15,1.83,17,29.7,51,8.6,349,1556
04-06-2024 00:00,1,47.6,42.7,19.2,24.5,24.4,18.2,1.14,13.4,33.5,88,3,330,1418
04-06-2024 00:00,2,41.5,41.3,8.6,19.7,10.5,19.5,0.25,19.3,19.7,71,4.2,197,1018
04-06-2024 01:00,1,18,35.1,12.7,21.5,36.2,15.7,1.8,8.5,25.2,45,7,121,1723
04-06-2024 01:00,2,42.3,57.7,9.6,17.8,47.1,14.5,1.68,14.6,16.3,66,2.1,197,1698
04-06-2024 02:00,1,45.6,44.9,29.8,13.6,10.4,16.6,1.58,17.9,25.2,68,6.5,335,159
04-06-2024 02:00,2,24.9,57.3,10.8,18.7,23.4,11.8,1.49,21.9,24.4,58,1.3,35,1008
04-06-2024 03:00,1,24.9,51.3,19.8,24.2,29.9,10,1.09,16.9,34.5,53,7.6,117,915
04-06-2024 03:00,2,35.1,41.5,6.4,21.6,43.3,15.6,0.56,7.2,33.3,89,4.2,66,1637
04-06-2024 04:00,1,45.2,28.7,20.6,7.7,33.6,10.6,0.14,7.6,22.2,58,2.5,273,388
04-06-2024 04:00,2,14.9,36.2,5.8,17.5,47.2,6.1,0.34,13.8,22.1,80,6.8,14,1293
04-06-2024 05:00,1,11.8,54.2,9.7,8.5,26.5,6.7,1.13,25.3,33.8,80,3.4,114,425
04-06-2024 05:00,2,15.6,27.4,6.3,24.6,19.2,13.3,0.97,19.6,22.4,59,4.5,85,1966
04-06-2024 06:00,1,11.6,52.4,18.3,10.4,19.6,6.7,0.67,6.3,15.4,86,3.5,320,1090
04-06-2024 06:00,2,50,43.8,16.9,15.4,31.8,14.7,1.44,18.8,34.5,44,7.9,39,1705
04-06-2024 07:00,1,20.9,42.1,8.3,12.2,14.2,19.3,0.99,9,31.9,78,7.2,38,1513
04-06-2024 07:00,2,15,50.9,14.5,12.5,36.4,15.8,1.9,8.1,29.6,42,4.6,96,315
04-06-2024 08:00,1,19.2,27.3,8,24.3,46.4,12.2,1.37,16.7,28.6,52,0.2,19,1356
04-06-2024 08:00,2,31,37.3,21,6,27.9,5.4,1.93,19.2,26.7,55,3.7,127,576
04-06-2024 09:00,1,21.3,45.2,22.8,9.8,45.5,16.5,1.75,11.8,20.7,47,5.4,275,1760
04-06-2024 09:00,2,44.1,22.5,20.7,14.1,29.4,9.8,1.61,17.1,31.9,40,8.7,259,1984
04-06-2024 10:00,1,23.4,36.7,5.9,10.1,15.2,15.3,1.49,20.1,22.2,69,2.8,177,324
04-06-2024 10:00,2,11.7,49.7,21.3,5.7,43,10.4,1.1,18.4,20.2,51,7.7,222,1451
04-06-2024 11:00,1,45.6,48,24.4,20.4,10.3,9.1,1.86,18.7,34.1,79,2.8,126,985
04-06-2024 11:00,2,16.1,37,5.4,9,24.4,13.8,1.94,15.7,34.8,54,2.1,114,1178
04-06-2024 12:00,1,27.2,29.3,12.7,19.7,11.7,13.1,0.15,27.2,29.2,44,4.8,31,1027
04-06-2024 12:00,2,13.9,33.6,29.5,12.2,26.6,5.6,1.12,21.2,23.6,44,8,310,1788
04-06-2024 13:00,1,24,33.4,20.6,22.2,12.4,15.9,1.27,16.2,20.2,72,1.1,194,669
04-06-2024 13:00,2,13.3,28.2,8,18.3,12.1,11.7,0.61,11.6,26.8,56,5.4,176,748
04-06-2024 14:00,1,18.1,43.8,20.1,15.2,23.8,5.6,0.25,28.7,29.7,80,0.7,232,1366
04-06-2024 14:00,2,15.6,47.8,7.8,17,49.5,12.6,0.47,27.5,32.3,63,1.8,243,1684
04-06-2024 15:00,1,49.3,52.3,5.9,15,36.7,10.2,1.98,16.6,33.5,79,0.6,196,1333
04-06-2024 15:00,2,24.4,31.7,24.4,13.4,43.2,16.6,0.83,8,20.1,89,8.2,21,1832
04-06-2024 16:00,1,39.2,45.7,24.6,18.5,36.7,12.9,0.78,18.7,32,60,7.3,347,584
04-06-2024 16:00,2,18.2,40.2,14.3,17.7,15.5,6.5,0.76,15.6,21.2,85,5.9,15,1667
04-06-2024 17:00,1,48.5,44.5,5.9,20.9,27.1,18.6,0.95,29.5,32.7,72,5.9,8,1297
04-06-2024 17:00,2,30.1,44.3,16,6.4,40.3,5.5,1.7,15.3,24.8,76,8.7,68,562
04-06-2024 18:00,1,43,58.2,10.8,5.6,11.9,19.1,0.63,16.9,17.3,46,7.3,144,708
04-06-2024 18:00,2,28.8,58.2,23.3,23.5,30.7,8.7,1.71,26.1,30.8,90,5.8,90,796
04-06-2024 19:00,1,47.3,25.7,24.3,24.9,34,18.6,1.93,20.2,25,66,1.1,308,258
04-06-2024 19:00,2,36.9,55.2,14.5,5.1,44.3,8.6,1.44,8.1,33.1,58,9.3,317,1410
04-06-2024 20:00,1,19.4,44.2,28.5,14.8,33.2,18.9,1.93,22,26.3,80,5.7,244,1900
04-06-2024 20:00,2,34.2,50.8,8.9,6.4,15.8,10.3,1.43,28.5,32.8,48,6.1,295,605
04-06-2024 21:00,1,17.5,29.5,6.4,22.7,30.7,9.8,0.12,13.9,22.8,56,8.7,134,1792
04-06-2024 21:00,2,49.4,29.9,24.7,11.7,40.6,19.4,0.15,27.3,28.4,85,4.9,315,1430
04-06-2024 22:00,1,19.9,52.1,11.7,14.8,18.1,12.4,0.61,17.9,16.4,56,0.1,308,1713
04-06-2024 22:00,2,42.8,41.1,16.2,21.4,25.4,13.4,1.53,8,31.8,79,6,123,331
04-06-2024 23:00,1,19.7,34.9,9.7,19.5,45.3,14.6,1.32,20.1,34.5,64,8.7,199,330
04-06-2024 23:00,2,19.7,35.6,6.9,19.9,31.8,17.4,1.55,13.4,19.1,47,4.1,289,844
05-06-2024 00:00,1,22.4,33.5,15.7,15.8,12.3,12.8,1.92,11.8,34.1,85,0,47,687
05-06-2024 00:00,2,46.5,36.9,22.8,18.7,29,13.4,1.41,28.5,22.9,89,9.9,138,834
05-06-2024 01:00,1,20.1,39.9,17.1,24.1,38.2,15.4,1.79,12.5,23,86,1.1,125,1824
05-06-2024 01:00,2,26.5,31.7,14.8,13.6,15.8,6,0.85,10.6,17.5,69,3.5,152,1006
05-06-2024 02:00,1,26.4,51.8,15.1,19,41.3,18.5,0.21,18.6,34.5,59,7.4,337,1616
05-06-2024 02:00,2,45.1,45.2,20.7,10.1,48.8,6.5,1.23,6.6,19.4,48,6.8,292,935
05-06-2024 03:00,1,30.4,49,7.2,24,40.9,16.7,0.83,20.4,30.7,62,8.7,13,1255
05-06-2024 03:00,2,20.4,33.3,7.6,7.8,19.1,11.7,1.11,24.3,18.9,61,7.9,229,533
05-06-2024 04:00,1,48.8,24.2,28.5,22.4,38.3,12.8,1.91,25.4,29.4,60,6,217,1626
05-06-2024 04:00,2,16,27.2,27.4,7.3,21.1,6.9,1.31,22.5,33.7,53,6.6,124,1090
05-06-2024 05:00,1,16.9,21.3,10.9,8.5,33.6,14.3,0.84,21.6,33.9,65,5.4,36,395
05-06-2024 05:00,2,18.2,48.5,25.3,7.9,24.3,9.3,1.82,27.4,29,83,2.4,159,233
05-06-2024 06:00,1,26.3,41.4,27.2,22.9,48.2,15,0.32,5.9,18.5,60,2.5,291,904
05-06-2024 06:00,2,20.6,36.8,11.9,12.2,24,10.3,1.58,9.2,28.5,68,8.7,292,386
05-06-2024 07:00,1,11.7,23.4,14.9,23.5,28.8,10.5,1.18,20.9,22.1,52,3.4,222,1672
05-06-2024 07:00,2,49.1,26.8,21.6,7.3,21.6,18.8,1.51,19.2,23.6,79,2.6,0,150
05-06-2024 08:00,1,43,55.4,22.8,12.1,39.6,11,0.68,5.8,32.8,62,2.9,266,794
05-06-2024 08:00,2,24.8,34.3,7.3,10.6,37,5.1,0.31,7.2,33.8,70,9.5,78,534
05-06-2024 09:00,1,31,32.3,26.3,22.4,48.3,7.6,1.59,11.8,16.4,51,7.2,55,593
05-06-2024 09:00,2,24.3,34.4,23.1,5.5,44,8.8,0.84,22.9,29.7,88,6.1,278,429
05-06-2024 10:00,1,20.7,58.5,25.2,6.8,19.9,6.6,1.85,26.5,30.8,55,5.4,309,1231
05-06-2024 10:00,2,30.3,49.4,24.8,25,21.6,15,0.27,13.9,33.1,70,8.4,338,1664
05-06-2024 11:00,1,22.8,40.5,6.6,14.3,21.3,14.1,0.28,22.4,30,67,0.4,253,718
05-06-2024 11:00,2,24.8,33.8,22.9,7.7,20.7,10.4,1.72,8.2,16.3,77,0,127,783
05-06-2024 12:00,1,23.1,59.8,8.4,7.7,36,16.5,0.91,16.2,26.6,63,9.4,107,1849
05-06-2024 12:00,2,30.7,34.4,27.9,20.8,30.2,18.7,1.71,5.3,18.3,78,1,65,1150
05-06-2024 13:00,1,40.1,33.4,6.2,21.1,21.9,9.2,1.93,6.3,33.9,72,6.1,116,1033
05-06-2024 13:00,2,41.9,20.7,7.4,5.7,11.6,14,0.24,8.2,23.9,49,3.5,350,1739
05-06-2024 14:00,1,37.3,25.7,27.9,18.2,48.4,17.3,0.39,21.5,29.9,87,6.7,141,357
05-06-2024 14:00,2,24.6,47.4,24.3,7.2,32.7,10.2,1.81,5.6,23.1,56,2.9,83,1619
05-06-2024 15:00,1,48.2,54.9,13.4,23,30,12.4,1.65,18.7,29.8,57,1.4,301,357
05-06-2024 15:00,2,16.2,44.9,21.9,5.2,15,14.6,1.16,24.9,16.1,50,4,246,245
05-06-2024 16:00,1,47,50.3,11.6,11.1,14.8,17.3,1.09,15.4,21.4,65,1.6,333,1694
05-06-2024 16:00,2,16,50.4,16.5,18.8,35.6,5.5,0.89,22.4,19,48,3.5,280,1617
05-06-2024 17:00,1,43,27.8,13,22.1,15.3,7,0.63,11.7,21.1,73,8.5,116,1405
05-06-2024 17:00,2,33.2,40.8,23.8,23,17.9,17,0.64,15.2,20.6,90,9.5,73,1493
05-06-2024 18:00,1,44.9,53.6,17.4,22.5,36.9,16.9,1.55,15.7,34.8,60,9.6,117,1903
05-06-2024 18:00,2,46,30.7,6.6,5.2,22.9,14,1.6,19,25.3,71,5.3,308,542
05-06-2024 19:00,1,23.6,22.9,18.4,10.3,31.7,7.9,1.06,10.5,22.1,79,3.8,344,124
05-06-2024 19:00,2,10.9,40.9,10.7,14.9,20.6,10,0.34,18.8,29.8,68,8.7,134,520
05-06-2024 20:00,1,46.5,35,11.7,15.3,42,10.6,1.97,8.5,33.9,60,9.5,226,169
05-06-2024 20:00,2,17,42.7,22.4,8.3,32.2,19.9,0.98,24.6,19,64,7.8,154,1356
05-06-2024 21:00,1,25.1,58.3,29.1,19.4,17.7,12.8,1.27,18.4,22.3,73,2.6,16,867
05-06-2024 21:00,2,25.8,20,5.2,8.2,34.3,16.9,1.28,23.6,29.7,45,3.3,255,105
05-06-2024 22:00,1,17.9,32.1,14.7,24.5,26.3,9,1.46,9.4,18.6,45,6.1,336,1975
05-06-2024 22:00,2,35.3,54.5,10.9,12.3,47.1,7,1.88,7.6,22.2,55,5.7,157,390
05-06-2024 23:00,1,27.7,49.6,24.7,10,27.1,13.5,1.46,11.6,27,61,5.2,188,168
